987,0,11,2,0,0,0,3,1,1,0,0,0
1,995,6,1,0,2,0,0,0,0,0,0,0
1,1,1002,0,0,0,0,0,1,0,0,0,0
0,2,4,995,0,0,0,3,1,0,0,0,0
0,0,2,0,101,0,0,2,0,0,0,0,0
0,1,1,2,0,1001,0,0,0,0,0,0,0
0,1,10,0,0,0,405,4,1,0,0,0,0
1,1,3,0,1,0,0,998,1,0,0,0,0
0,1,1,3,0,0,0,3,385,0,0,0,0
0,0,6,0,0,0,0,3,1,265,0,0,0
0,1,1,3,0,0,0,1,1,0,36,0,0
0,0,8,1,0,0,0,5,1,0,0,298,0
0,0,2,0,0,1,0,0,0,0,0,0,10
