2759,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
34,0,3817,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,84,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,6,0,0
0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,7,0,0
0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
